1,0,139945,4488.641
1,1,42359,21555.298
1,2,18073,4137.912
1,3,5764,1661.73
1,4,4114,1222.738
1,5,1820,819.632
1,6,600,343.376
1,7,3940,1364.998
1,8,1250,964.857
1,9,2851,949.453
1,10,1028,337.006
1,11,257,183.126
1,12,398,584.844
1,13,1700,844.3
1,14,923,805.187
1,15,609,391.511
1,16,758,436.765
1,17,382,275.477
1,18,510,729.699
1,19,143,77.756
1,20,214,256.185
1,21,203,82.303
1,22,420,403.192
1,23,221,180.866
1,24,146,86.417
1,25,130,70.722
1,26,106,54.619
1,27,128,72.355
1,28,174,69.493
1,29,101,68.041
1,30,529,130.966
1,31,331,153.601
1,32,78,56.985
1,33,154,104.251
1,34,215,83.008
1,35,115,64.993
1,36,309,343.346
1,37,73,47.866
1,38,50,46.184
1,39,185,69.374
1,40,99,75.891
1,41,113,71.889
1,42,728,748.824
1,43,58,49.753
1,44,103,62.117
1,45,94,61.871
1,46,616,562.692
1,47,149,182.46
1,48,53,43.791
1,49,64,53.801
1,50,61,52.063
1,51,65,32.94
1,52,39,34.47
1,53,69,60.344
1,54,49,96.252
1,55,40,38.221
1,56,50,74.287
1,57,44,38.361
1,58,177,481.506
1,59,62,167.618
1,60,95,49.778
1,61,210,51.504
1,62,82,43.536
1,63,104,46.894
1,64,52,44.685
1,65,36,34.542
1,66,42,39.681
1,67,51,41.987
1,68,197,35.023
1,69,55,53.561
1,70,42,46.222
1,71,52,52.192
1,72,59,60.67
1,73,41,45.375
1,74,43,41.184
1,75,39,38.624
1,76,41,42.163
1,77,41,42.368
1,78,64,42.678
1,79,48,48.684
1,80,57,40.959
1,81,51,55.078
1,82,35,36.29
1,83,35,34.141
1,84,41,36.034
1,85,40,39.805
1,86,49,47.15
1,87,35,36.732
1,88,47,47.379
1,89,38,41.107
1,90,50,36.695
1,91,42,38.5
1,92,36,40.9
1,93,38,42.013
1,94,41,40.123
1,95,42,40.614
1,96,54,45.296
1,97,39,38.504
1,98,36,37.376
1,99,41,36.312
1,100,52,57.665
1,101,43,43.099
1,102,32,33.36
1,103,42,44.736
1,104,52,49.909
1,105,30,30.94
1,106,33,33.46
1,107,41,39.466
1,108,44,56.555
1,109,31,28.835
1,110,26,31.362
1,111,38,42.728
1,112,42,39.681
1,113,42,46.148
1,114,37,42.989
1,115,30,34.164
1,116,30,30.402
1,117,686,116.364
1,118,109,53.141
1,119,39,45.04
1,120,40,45.093
1,121,24,27.72
1,122,29,30.165
1,123,42,42.248
1,124,35,35.147
1,125,30,29.49
1,126,41,37.161
1,127,30,42.896
1,128,37,39.923
1,129,36,40.225
1,130,28,31.968
1,131,28,29.141
1,132,22,23.568
1,133,26,26.073
1,134,37,46.001
1,135,29,41.546
1,136,15,13.522
1,137,12,13.032
1,138,35,33.547
1,139,34,32.84
1,140,28,30.901
1,141,24,26.014
1,142,14,15.021
1,143,25,29.739
1,144,16,17.106
1,145,30,35.402
1,146,23,25.258
1,147,12,19.278
1,148,27,15.531
1,149,27,24.425
1,150,16,18.42
1,151,11,14.503
1,152,20,20.369
1,153,20,22.846
1,154,20,27.107
1,155,23,29.419
1,156,17,23.625
1,157,23,21.209
1,158,18,21.267
1,159,19,22.451
1,160,18,16.264
1,161,11,16.722
1,162,14,14.108
1,163,10,10.209
1,164,21,21.442
1,165,16,16.606
1,166,27,17.329
1,167,8,10.276
1,168,21,20.859
1,169,14,18.977
1,170,12,12.176
1,171,16,25.964
1,172,15,18.508
1,173,10,11.145
1,174,10,8.681
1,175,11,11.647
1,176,19,23.444
1,177,10,9.648
1,178,16,23.528
1,179,11,15.122
1,180,12,15.833
1,181,17,19.46
1,182,11,10.273
1,183,23,17.387
1,184,10,10.091
1,185,19,18.966
1,186,10,11.714
1,187,9,11.603
1,188,14,16.49
1,189,11,14.56
1,190,14,17.39
1,191,13,23.953
1,192,7,7.998
1,193,12,15.304
1,194,16,25.608
1,195,11,15.927
1,196,9,14.188
1,197,9,12.061
1,198,9,10.327
1,199,15,24.43
1,200,8,12.784
1,201,11,12.993
1,202,12,19.059
1,203,6,10.024
1,204,10,20.001
1,205,12,15.128
1,206,5,7.056
1,207,13,16.153
1,208,13,15.987
1,209,13,16.653
1,210,13,15.308
1,211,12,20.244
1,212,6,8.369
1,213,8,13.256
1,214,7,9.258
1,215,7,10.599
1,216,8,19.844
1,217,4,6.626
1,218,7,9.537
1,219,11,12.006
1,220,5,7.19
1,221,11,10.33
1,222,5,8.922
1,223,9,12.451
1,224,4,5.449
1,225,7,8.944
1,226,9,11.953
1,227,3,4.184
1,228,2,3.282
1,229,12,15.612
1,230,9,10.507
1,231,8,11.664
1,232,12,16.658
1,233,7,10.178
1,234,4,4.809
1,235,9,10.316
1,236,3,3.203
1,237,8,8.61
1,238,7,7.96
1,239,4,4.808
1,240,9,10.913
1,241,12,13.993
1,242,2,2.012
1,243,6,5.028
1,244,9,17.154
1,245,7,7.333
1,246,8,11.173
1,247,7,8.384
1,248,3,1.993
1,249,9,10.258
1,250,7,10.069
1,251,7,8.805
1,252,13,19.241
1,253,3,2.451
1,254,9,12.41
1,255,7,9.358
1,256,2,4.367
1,257,6,14.103
1,258,6,5.006
1,259,1,0.165
1,260,3,4.228
1,261,3,2.262
1,262,8,10.452
1,263,7,10.079
1,264,4,4.725
1,265,5,8.742
1,266,8,11.571
1,267,5,7.782
1,268,8,10.189
1,269,3,5.054
1,270,3,2.617
1,271,1,0.377
1,272,5,9.698
1,273,5,7.439
1,274,2,3.901
1,275,1,0.628
1,276,3,1.598
1,277,4,7.478
1,278,6,7.357
1,279,3,3.605
1,280,3,2.547
1,281,2,3.205
1,283,2,1.016
1,284,2,2.391
1,285,2,3.267
1,286,9,7.281
1,287,4,8.51
1,288,5,12.443
1,289,1,2.998
1,290,2,4.019
1,291,2,3.486
1,292,3,1.199
1,293,3,7.152
1,294,5,8.623
1,295,1,0.36
1,297,4,5.478
1,298,3,2.983
1,299,1,2.487
1,300,2,5.454
1,301,1,0.636
1,302,4,8.393
1,303,2,2.724
1,304,4,7.649
1,305,2,1.358
1,306,5,6.946
1,307,2,2.698
1,308,6,7.006
1,309,2,0.498
1,310,4,4.256
1,311,2,2.749
1,312,4,3.85
1,313,2,2.639
1,314,1,0.5
1,315,5,3.64
1,316,3,3.905
1,317,2,4.001
1,319,2,2.124
1,320,3,1.526
1,321,1,0.556
1,322,1,1.453
1,323,2,1.894
1,324,1,0.386
1,325,5,7.071
1,326,1,1.901
1,327,1,0.558
1,328,1,1.389
1,329,1,2.531
1,330,5,8.047
1,331,2,4.585
1,332,3,5.435
1,333,1,0.405
1,334,1,0.603
1,335,1,1.742
1,336,2,2.139
1,337,2,4.725
1,338,3,10.398
1,339,3,1.891
1,340,2,0.907
1,342,3,3.897
1,343,1,2.562
1,344,1,2.733
1,346,2,2.466
1,348,1,2.007
1,349,3,2.739
1,350,2,0.662
1,351,4,7.12
1,352,1,1.494
1,353,2,0.972
1,354,3,4.065
1,355,1,2.95
1,357,1,0.615
1,358,1,1.459
1,359,2,3.477
1,361,3,6.961
1,364,2,5.841
1,365,2,5.795
1,366,1,2.963
1,367,1,0.471
1,369,1,0.42
1,370,1,2.386
1,372,1,0.457
1,373,1,0.586
1,374,3,3.632
1,375,2,3.268
1,376,2,0.861
1,377,3,7.779
1,379,1,2.566
1,380,3,5.312
1,381,3,5.893
1,382,2,4.581
1,383,1,0.381
1,384,1,2.833
1,385,1,1.443
1,386,1,0.574
1,388,2,3.42
1,391,2,5.15
1,392,1,0.367
1,393,4,4.028
1,394,1,2.749
1,395,1,2.839
1,397,1,0.669
1,400,1,2.78
1,402,1,2.405
1,403,3,7.234
1,404,2,3.357
1,407,1,0.374
1,409,1,2.651
1,411,2,3.298
1,412,2,5.412
1,413,1,0.341
1,414,2,3.571
1,415,1,0.775
1,417,2,2.556
1,418,3,5.88
1,421,2,6.772
1,423,2,1.055
1,425,1,0.346
1,426,2,5.586
1,428,3,12.306
1,430,3,10.894
1,433,1,0.361
1,434,1,6.858
1,435,1,2.969
1,436,2,3.676
1,437,1,0.575
1,439,1,0.665
1,440,1,0.602
1,443,2,3.527
1,444,1,2.839
1,445,1,2.607
1,448,1,0.41
1,449,2,5.298
1,450,3,11.329
1,451,1,2.775
1,456,1,0.348
1,457,1,0.5
1,460,1,0.398
1,461,1,2.717
1,462,1,5.054
1,463,4,2.135
1,464,1,0.51
1,466,1,0.704
1,469,1,2.666
1,470,2,3.455
1,474,1,0.697
1,480,1,2.54
1,481,1,1.244
1,483,1,0.534
1,484,1,2.979
1,486,1,2.887
1,487,1,0.61
1,490,1,2.568
1,491,2,3.216
1,492,1,0.513
1,494,2,6.281
1,495,1,0.619
1,496,1,0.381
1,497,1,0.633
1,498,1,2.797
1,500,1,0.535
1,504,1,0.597
1,508,1,0.625
1,512,1,1.754
1,513,1,0.854
1,517,1,0.676
1,519,1,0.633
1,521,1,5.641
1,522,1,6.319
1,527,1,6.88
1,530,1,2.81
1,534,16,0.134
1,535,1,0.622
1,536,1,3.059
1,537,1,0.626
1,538,1,0.464
1,539,4,0.081
1,546,1,0.659
1,553,1,0.518
1,555,1,2.903
1,556,1,2.629
1,557,1,2.875
1,570,1,5.689
1,574,1,5.29
1,577,1,0.65
1,578,1,0.631
1,582,1,2.945
1,587,2,1.078
1,596,1,2.857
1,605,1,0.647
1,607,1,0.527
1,608,1,2.867
1,625,1,2.927
1,629,1,2.861
1,640,1,7.33
1,672,1,0.549
1,685,1,8.635
1,693,1,6.797
1,723,1,0.71
1,806,1,0.781
1,830,1,2.803
1,922,1,8.641
1,945,5,0.306
1,946,1,0.117
1,957,1,0.141
1,968,8,2.122
1,976,1,0.504
1,996,1,8.64
1,1173,12,0.267
1,1312,8,0.174
1,1321,4,0.229
1,1413,1,1.501
1,1430,1,0.791
