Time,total GB/s read,total GB/s write
2018-07-13T03:56:00+01:00,0.207,-0.644
2018-07-13T07:48:00+01:00,0.148,-0.894
2018-07-13T11:40:00+01:00,0.123,-0.721
2018-07-13T15:32:00+01:00,0.094,-0.583
2018-07-13T19:24:00+01:00,0.117,-0.916
2018-07-13T23:16:00+01:00,0.236,-1.017
2018-07-14T03:08:00+01:00,0.072,-2.272
2018-07-14T07:00:00+01:00,0.029,-2.95
2018-07-14T10:52:00+01:00,0.032,-1.23
2018-07-14T14:44:00+01:00,0.061,-0.207
2018-07-14T18:36:00+01:00,0.039,-0.206
2018-07-14T22:28:00+01:00,0.098,-0.204
2018-07-15T02:20:00+01:00,0.043,-0.147
2018-07-15T06:12:00+01:00,0.048,-0.14
2018-07-15T10:04:00+01:00,0.024,-0.135
2018-07-15T13:56:00+01:00,0.02,-0.099
2018-07-15T17:48:00+01:00,0.042,-0.126
2018-07-15T21:40:00+01:00,0.009,-0.083
2018-07-16T01:32:00+01:00,0.006,-0.09
2018-07-16T05:24:00+01:00,0.05,-0.103
2018-07-16T09:16:00+01:00,0.066,-0.162
2018-07-16T13:08:00+01:00,0.173,-0.187
2018-07-16T17:00:00+01:00,0.035,-0.115
2018-07-16T20:52:00+01:00,0.017,-0.085
2018-07-17T00:44:00+01:00,0.002,-0.035
2018-07-17T04:36:00+01:00,0.144,-0.327
2018-07-17T08:28:00+01:00,0.058,-0.285
2018-07-17T12:20:00+01:00,0.134,-0.563
2018-07-17T16:12:00+01:00,0.085,-0.543
2018-07-17T20:04:00+01:00,0.06,-0.527
2018-07-17T23:56:00+01:00,0.068,-0.638
2018-07-18T03:48:00+01:00,0.087,-0.473
2018-07-18T07:40:00+01:00,0.127,-0.398
2018-07-18T11:32:00+01:00,0.118,-0.286
2018-07-18T15:24:00+01:00,0.131,-0.28
2018-07-18T19:16:00+01:00,0.073,-0.36
2018-07-18T23:08:00+01:00,0.025,-0.179
2018-07-19T03:00:00+01:00,0.032,-0.396
2018-07-19T06:52:00+01:00,0.065,-0.125
2018-07-19T10:44:00+01:00,0.165,-0.149
2018-07-19T14:36:00+01:00,0.106,-0.168
2018-07-19T18:28:00+01:00,0.127,-0.255
2018-07-19T22:20:00+01:00,0.135,-0.197
2018-07-20T02:12:00+01:00,0.057,-0.213
2018-07-20T06:04:00+01:00,0.067,-0.179
2018-07-20T09:56:00+01:00,0.22,-0.29
2018-07-20T13:48:00+01:00,0.22,-0.235
2018-07-20T17:40:00+01:00,0.131,-0.592
2018-07-20T21:32:00+01:00,0.388,-0.797
2018-07-21T01:24:00+01:00,1.439,-0.74
2018-07-21T05:16:00+01:00,0.23,-0.699
2018-07-21T09:08:00+01:00,0.34,-0.848
2018-07-21T13:00:00+01:00,0.873,-0.858
2018-07-21T16:52:00+01:00,0.188,-0.572
2018-07-21T20:44:00+01:00,0.077,-0.259
2018-07-22T00:36:00+01:00,0.082,-0.217
2018-07-22T04:28:00+01:00,0.094,-0.195
2018-07-22T08:20:00+01:00,0.256,-0.383
2018-07-22T12:12:00+01:00,1.05,-0.639
2018-07-22T16:04:00+01:00,0.301,-0.532
2018-07-22T19:56:00+01:00,0.041,-0.489
2018-07-22T23:48:00+01:00,0.02,-0.439
2018-07-23T03:40:00+01:00,0.062,-0.533
2018-07-23T07:32:00+01:00,0.102,-0.515
2018-07-23T11:24:00+01:00,1.152,-0.425
2018-07-23T15:16:00+01:00,0.491,-0.825
2018-07-23T19:08:00+01:00,0.407,-0.734
2018-07-23T23:00:00+01:00,0.428,-0.731
2018-07-24T02:52:00+01:00,0.075,-0.725
2018-07-24T06:44:00+01:00,0.052,-0.755
2018-07-24T10:36:00+01:00,0.156,-0.726
2018-07-24T14:28:00+01:00,0.077,-0.253
2018-07-24T18:20:00+01:00,0.058,-0.094
2018-07-24T22:12:00+01:00,0.065,-0.073
2018-07-25T02:04:00+01:00,0.073,-0.056
2018-07-25T05:56:00+01:00,0.002,-0.01
2018-07-25T09:48:00+01:00,0,0
2018-07-25T13:40:00+01:00,0.317,-0.372
2018-07-25T17:32:00+01:00,0.93,-0.263
2018-07-25T21:24:00+01:00,0.096,-0.268
2018-07-26T01:16:00+01:00,0.017,-0.205
2018-07-26T05:08:00+01:00,0.015,-0.206
2018-07-26T09:00:00+01:00,0.036,-0.317
2018-07-26T12:52:00+01:00,0.12,-0.284
2018-07-26T16:44:00+01:00,0.207,-0.331
2018-07-26T20:36:00+01:00,0.233,-0.319
2018-07-27T00:28:00+01:00,0.082,-0.322
2018-07-27T04:20:00+01:00,0.1,-0.287
2018-07-27T08:12:00+01:00,0.169,-0.272
2018-07-27T12:04:00+01:00,0.137,-0.268
2018-07-27T15:56:00+01:00,0.125,-0.329
2018-07-27T19:48:00+01:00,0.21,-0.334
2018-07-27T23:40:00+01:00,0.046,-0.339
2018-07-28T03:32:00+01:00,4.549,-0.183
2018-07-28T07:24:00+01:00,1.801,-0.71
2018-07-28T11:16:00+01:00,0.087,-5.008
2018-07-28T15:08:00+01:00,0.098,-5.109
2018-07-28T19:00:00+01:00,0.06,-5.572
2018-07-28T22:52:00+01:00,0.051,-5.011
2018-07-29T02:44:00+01:00,0.021,-0.997
2018-07-29T06:36:00+01:00,0.041,-1.381
2018-07-29T10:28:00+01:00,0.127,-2.903
2018-07-29T14:20:00+01:00,0.288,-3.895
2018-07-29T18:12:00+01:00,0.084,-3.186
2018-07-29T22:04:00+01:00,0.04,-0.91
2018-07-30T01:56:00+01:00,0.019,-2.107
2018-07-30T05:48:00+01:00,0.04,-3.387
2018-07-30T09:40:00+01:00,0.094,-3.235
2018-07-30T13:32:00+01:00,0.131,-0.223
2018-07-30T17:24:00+01:00,0.053,-0.229
2018-07-30T21:16:00+01:00,1.285,-0.702
2018-07-31T01:08:00+01:00,0.328,-1.456
2018-07-31T05:00:00+01:00,0.063,-1.411
2018-07-31T08:52:00+01:00,3.106,-1.353
2018-07-31T12:44:00+01:00,1.477,-0.427
2018-07-31T16:36:00+01:00,0.352,-1.641
2018-07-31T20:28:00+01:00,0.111,-2.688
2018-08-01T00:20:00+01:00,0.179,-1.408
2018-08-01T04:12:00+01:00,0.018,-2.036
2018-08-01T08:04:00+01:00,0.121,-2.421
2018-08-01T11:56:00+01:00,0.227,-1.28
2018-08-01T15:48:00+01:00,0.17,-0.375
2018-08-01T19:40:00+01:00,0.058,-0.324
2018-08-01T23:32:00+01:00,0.12,-0.298
2018-08-02T03:24:00+01:00,0.043,-0.227
2018-08-02T07:16:00+01:00,0.098,-0.276
2018-08-02T11:08:00+01:00,0.092,-0.216
2018-08-02T15:00:00+01:00,0.051,-0.175
2018-08-02T18:52:00+01:00,1.394,-0.253
2018-08-02T22:44:00+01:00,1.736,-0.27
2018-08-03T02:36:00+01:00,0.076,-0.302
2018-08-03T06:28:00+01:00,0.072,-0.2
2018-08-03T10:20:00+01:00,0.108,-0.209
2018-08-03T14:12:00+01:00,0.164,-0.176
2018-08-03T18:04:00+01:00,0.119,-0.317
2018-08-03T21:56:00+01:00,0.254,-0.341
2018-08-04T01:48:00+01:00,0.143,-0.335
2018-08-04T05:40:00+01:00,0.186,-0.323
2018-08-04T09:32:00+01:00,0.112,-0.228
2018-08-04T13:24:00+01:00,0.015,-0.157
2018-08-04T17:16:00+01:00,0.014,-0.135
2018-08-04T21:08:00+01:00,0.022,-0.121
2018-08-05T01:00:00+01:00,0.008,-0.116
2018-08-05T04:52:00+01:00,0.016,-0.083
2018-08-05T08:44:00+01:00,0.029,-0.475
2018-08-05T12:36:00+01:00,0.075,-1.86
2018-08-05T16:28:00+01:00,0.04,-1.247
2018-08-05T20:20:00+01:00,2.613,-0.224
2018-08-06T00:12:00+01:00,0.305,-0.171
2018-08-06T04:04:00+01:00,0.006,-5.933
2018-08-06T07:56:00+01:00,0.071,-8.709
2018-08-06T11:48:00+01:00,0.086,-8.343
2018-08-06T15:40:00+01:00,0.051,-8.53
2018-08-06T19:32:00+01:00,0.027,-4.602
2018-08-06T23:24:00+01:00,0.018,-0.143
2018-08-07T03:16:00+01:00,0.047,-0.65
2018-08-07T07:08:00+01:00,0.081,-0.666
2018-08-07T11:00:00+01:00,0.097,-0.653
2018-08-07T14:52:00+01:00,0.059,-0.665
2018-08-07T18:44:00+01:00,0.06,-0.496
2018-08-07T22:36:00+01:00,0.024,-0.154
2018-08-08T02:28:00+01:00,0.004,-0.12
2018-08-08T06:20:00+01:00,0.116,-0.236
2018-08-08T10:12:00+01:00,0.183,-0.319
2018-08-08T14:04:00+01:00,0.16,-0.306
2018-08-08T17:56:00+01:00,0.174,-0.326
2018-08-08T21:48:00+01:00,0.118,-0.366
2018-08-09T01:40:00+01:00,0.076,-0.306
2018-08-09T05:32:00+01:00,0.069,-0.251
2018-08-09T09:24:00+01:00,0.1,-0.29
2018-08-09T13:16:00+01:00,0.104,-0.269
2018-08-09T17:08:00+01:00,0.074,-0.272
2018-08-09T21:00:00+01:00,0.081,-0.26
2018-08-10T00:52:00+01:00,0.071,-0.269
2018-08-10T04:44:00+01:00,0.022,-0.203
2018-08-10T08:36:00+01:00,0.062,-0.26
2018-08-10T12:28:00+01:00,0.052,-0.298
2018-08-10T16:20:00+01:00,0.037,-0.238
2018-08-10T20:12:00+01:00,0.081,-0.323
2018-08-11T00:04:00+01:00,0.01,-0.441
2018-08-11T03:56:00+01:00,0.012,-0.438
2018-08-11T07:48:00+01:00,0.021,-0.46
2018-08-11T11:40:00+01:00,0.033,-0.463
2018-08-11T15:32:00+01:00,0.024,-0.548
2018-08-11T19:24:00+01:00,0.026,-0.382
2018-08-11T23:16:00+01:00,0.014,-0.285
2018-08-12T03:08:00+01:00,0.005,-0.183
2018-08-12T07:00:00+01:00,0.039,-0.151
2018-08-12T10:52:00+01:00,0.015,-0.112
2018-08-12T14:44:00+01:00,0.013,-0.182
2018-08-12T18:36:00+01:00,0.012,-0.162
2018-08-12T22:28:00+01:00,0.026,-0.136
2018-08-13T02:20:00+01:00,0.011,-0.132
2018-08-13T06:12:00+01:00,0.024,-0.096
2018-08-13T10:04:00+01:00,0.544,-0.182
2018-08-13T13:56:00+01:00,0.413,-0.14
2018-08-13T17:48:00+01:00,0.171,-0.095
2018-08-13T21:40:00+01:00,0.034,-0.086
2018-08-14T01:32:00+01:00,0.014,-0.065
2018-08-14T05:24:00+01:00,0.04,-0.126
2018-08-14T09:16:00+01:00,0.108,-0.209
2018-08-14T13:08:00+01:00,0.286,-0.342
2018-08-14T17:00:00+01:00,0.669,-1.212
2018-08-14T20:52:00+01:00,0.553,-2.726
2018-08-15T00:44:00+01:00,0.209,-2.451
2018-08-15T04:36:00+01:00,0.028,-2.859
2018-08-15T08:28:00+01:00,0.034,-3.153
2018-08-15T12:20:00+01:00,0.459,-0.313
2018-08-15T16:12:00+01:00,0.299,-0.338
2018-08-15T20:04:00+01:00,0.255,-0.253
2018-08-15T23:56:00+01:00,0.008,-0.19
2018-08-16T03:48:00+01:00,0.005,-0.154
2018-08-16T07:40:00+01:00,0.219,-0.147
2018-08-16T11:32:00+01:00,0.753,-0.25
2018-08-16T15:24:00+01:00,0.756,-0.702
2018-08-16T19:16:00+01:00,1.479,-1.452
2018-08-16T23:08:00+01:00,0.834,-1.917
2018-08-17T03:00:00+01:00,0.015,-1.837
2018-08-17T06:52:00+01:00,0.073,-1.735
2018-08-17T10:44:00+01:00,0.122,-0.361
2018-08-17T14:36:00+01:00,2.371,-0.342
2018-08-17T18:28:00+01:00,0.355,-0.544
2018-08-17T22:20:00+01:00,0.113,-2.335
2018-08-18T02:12:00+01:00,0.012,-1.183
2018-08-18T06:04:00+01:00,0.01,-1.72
2018-08-18T09:56:00+01:00,0.008,-0.794
2018-08-18T13:48:00+01:00,0.064,-0.081
2018-08-18T17:40:00+01:00,0.008,-0.062
2018-08-18T21:32:00+01:00,0.003,-1.339
2018-08-19T01:24:00+01:00,0.02,-6.936
2018-08-19T05:16:00+01:00,0.019,-6.971
2018-08-19T09:08:00+01:00,0.995,-6.569
2018-08-19T13:00:00+01:00,1.094,-6.022
2018-08-19T16:52:00+01:00,1.895,-6.012
2018-08-19T20:44:00+01:00,1.587,-6.58
2018-08-20T00:36:00+01:00,0.874,-6.903
2018-08-20T04:28:00+01:00,0.028,-7.632
2018-08-20T08:20:00+01:00,0.046,-6.825
2018-08-20T12:12:00+01:00,0.068,-6.404
2018-08-20T16:04:00+01:00,0.036,-6.597
2018-08-20T19:56:00+01:00,0.011,-7.008
2018-08-20T23:48:00+01:00,0.019,-1.871
2018-08-21T03:40:00+01:00,0.001,-0.286
2018-08-21T07:32:00+01:00,0.037,-0.298
2018-08-21T11:24:00+01:00,0.03,-0.349
2018-08-21T15:16:00+01:00,0.019,-0.319
2018-08-21T19:08:00+01:00,0.01,-0.274
2018-08-21T23:00:00+01:00,0.017,-0.245
2018-08-22T02:52:00+01:00,0.001,-0.765
2018-08-22T06:44:00+01:00,0.009,-0.175
2018-08-22T10:36:00+01:00,0.021,-0.351
2018-08-22T14:28:00+01:00,0.013,-0.278
2018-08-22T18:20:00+01:00,0.022,-0.315
2018-08-22T22:12:00+01:00,0.005,-0.23
2018-08-23T02:04:00+01:00,0.001,-0.18
2018-08-23T05:56:00+01:00,0.01,-0.173
2018-08-23T09:48:00+01:00,0.019,-0.25
2018-08-23T13:40:00+01:00,0.049,-0.271
2018-08-23T17:32:00+01:00,0.02,-0.459
2018-08-23T21:24:00+01:00,0.05,-0.323
2018-08-24T01:16:00+01:00,0.009,-0.248
2018-08-24T05:08:00+01:00,0.013,-0.861
2018-08-24T09:00:00+01:00,0.015,-0.253
2018-08-24T12:52:00+01:00,0.033,-0.411
2018-08-24T16:44:00+01:00,0.048,-0.391
2018-08-24T20:36:00+01:00,0.002,-0.336
2018-08-25T00:28:00+01:00,0.02,-0.312
2018-08-25T04:20:00+01:00,0.002,-0.209
2018-08-25T08:12:00+01:00,0.012,-0.23
2018-08-25T12:04:00+01:00,0.006,-0.204
2018-08-25T15:56:00+01:00,0.015,-0.167
2018-08-25T19:48:00+01:00,0.014,-0.164
2018-08-25T23:40:00+01:00,0.02,-0.124
2018-08-26T03:32:00+01:00,0.018,-0.697
2018-08-26T07:24:00+01:00,0.021,-0.119
2018-08-26T11:16:00+01:00,0.023,-0.315
2018-08-26T15:08:00+01:00,0.023,-0.612
2018-08-26T19:00:00+01:00,0.027,-0.745
2018-08-26T22:52:00+01:00,0.042,-0.884
2018-08-27T02:44:00+01:00,0.136,-0.878
2018-08-27T06:36:00+01:00,0.267,-0.893
2018-08-27T10:28:00+01:00,0.302,-0.909
2018-08-27T14:20:00+01:00,0.323,-0.664
2018-08-27T18:12:00+01:00,0.321,-0.661
2018-08-27T22:04:00+01:00,0.023,-0.712
2018-08-28T01:56:00+01:00,0.034,-0.511
2018-08-28T05:48:00+01:00,0.032,-1.161
2018-08-28T09:40:00+01:00,0.059,-1.962
2018-08-28T13:32:00+01:00,0.091,-1.104
2018-08-28T17:24:00+01:00,0.062,-0.458
2018-08-28T21:16:00+01:00,0.067,-0.494
2018-08-29T01:08:00+01:00,0.027,-0.369
2018-08-29T05:00:00+01:00,0.022,-0.385
2018-08-29T08:52:00+01:00,0.115,-0.321
2018-08-29T12:44:00+01:00,0.084,-0.231
2018-08-29T16:36:00+01:00,0.773,-1.306
2018-08-29T20:28:00+01:00,0.193,-0.922
2018-08-30T00:20:00+01:00,0.055,-0.719
2018-08-30T04:12:00+01:00,0.018,-0.657
2018-08-30T08:04:00+01:00,0.032,-0.671
2018-08-30T11:56:00+01:00,0.995,-0.807
2018-08-30T15:48:00+01:00,0.32,-1.505
2018-08-30T19:40:00+01:00,0.285,-1.55
2018-08-30T23:32:00+01:00,0.314,-1.404
2018-08-31T03:24:00+01:00,0.295,-1.464
2018-08-31T07:16:00+01:00,0.439,-1.053
2018-08-31T11:08:00+01:00,0.305,-1.042
2018-08-31T15:00:00+01:00,0.067,-0.692
2018-08-31T18:52:00+01:00,0.039,-0.564
2018-08-31T22:44:00+01:00,0.067,-0.32
2018-09-01T02:36:00+01:00,0.159,-0.501
2018-09-01T06:28:00+01:00,0.201,-0.536
2018-09-01T10:20:00+01:00,0.21,-0.633
2018-09-01T14:12:00+01:00,0.22,-0.799
2018-09-01T18:04:00+01:00,0.268,-0.733
2018-09-01T21:56:00+01:00,0.189,-0.96
2018-09-02T01:48:00+01:00,0.033,-0.653
2018-09-02T05:40:00+01:00,0.109,-1.13
2018-09-02T09:32:00+01:00,0.166,-0.673
2018-09-02T13:24:00+01:00,0.145,-0.703
2018-09-02T17:16:00+01:00,0.099,-0.571
2018-09-02T21:08:00+01:00,0.004,-0.297
2018-09-03T01:00:00+01:00,0.002,-0.278
2018-09-03T04:52:00+01:00,0.151,-0.533
2018-09-03T08:44:00+01:00,0.31,-1.063
2018-09-03T12:36:00+01:00,0.236,-1.171
2018-09-03T16:28:00+01:00,0.268,-1.059
2018-09-03T20:20:00+01:00,0.18,-0.974
2018-09-04T00:12:00+01:00,0.19,-1.304
2018-09-04T04:04:00+01:00,0.147,-1.72
2018-09-04T07:56:00+01:00,0.905,-0.946
2018-09-04T11:48:00+01:00,2.473,-0.768
2018-09-04T15:40:00+01:00,2.495,-0.349
2018-09-04T19:32:00+01:00,0.702,-1.197
2018-09-04T23:24:00+01:00,2.234,-0.655
2018-09-05T03:16:00+01:00,0.332,-0.599
2018-09-05T07:08:00+01:00,0.262,-0.629
2018-09-05T11:00:00+01:00,0.223,-0.487
2018-09-05T14:52:00+01:00,0.17,-0.973
2018-09-05T18:44:00+01:00,0.151,-1.959
2018-09-05T22:36:00+01:00,0.052,-1.277
2018-09-06T02:28:00+01:00,0.036,-0.929
2018-09-06T06:20:00+01:00,0.046,-1.338
2018-09-06T10:12:00+01:00,0.03,-0.958
2018-09-06T14:04:00+01:00,0.031,-0.785
2018-09-06T17:56:00+01:00,0.237,-0.206
2018-09-06T21:48:00+01:00,2.788,-0.477
2018-09-07T01:40:00+01:00,2.737,-1.321
2018-09-07T05:32:00+01:00,2.148,-1.026
2018-09-07T09:24:00+01:00,0.067,-1.234
2018-09-07T13:16:00+01:00,0.081,-1.242
2018-09-07T17:08:00+01:00,0.101,-1.132
2018-09-07T21:00:00+01:00,0.118,-1.212
2018-09-08T00:52:00+01:00,0.087,-2.345
2018-09-08T04:44:00+01:00,0.012,-0.764
2018-09-08T08:36:00+01:00,0.073,-0.789
2018-09-08T12:28:00+01:00,0.207,-0.838
2018-09-08T16:20:00+01:00,0.167,-0.831
2018-09-08T20:12:00+01:00,0.101,-0.708
2018-09-09T00:04:00+01:00,0.088,-0.655
2018-09-09T03:56:00+01:00,0.016,-0.552
2018-09-09T07:48:00+01:00,0.027,-0.708
2018-09-09T11:40:00+01:00,1.081,-0.718
2018-09-09T15:32:00+01:00,0.352,-0.741
2018-09-09T19:24:00+01:00,2.828,-0.977
2018-09-09T23:16:00+01:00,1.584,-0.76
2018-09-10T03:08:00+01:00,0.34,-1.215
2018-09-10T07:00:00+01:00,0.012,-0.383
2018-09-10T10:52:00+01:00,0.041,-0.16
2018-09-10T14:44:00+01:00,2.657,-0.185
2018-09-10T18:36:00+01:00,0.296,-0.169
2018-09-10T22:28:00+01:00,0.049,-0.208
2018-09-11T02:20:00+01:00,0.027,-0.155
2018-09-11T06:12:00+01:00,0.021,-0.13
2018-09-11T10:04:00+01:00,2.383,-0.622
2018-09-11T13:56:00+01:00,1.059,-0.659
2018-09-11T17:48:00+01:00,1.584,-0.204
2018-09-11T21:40:00+01:00,1.569,-0.234
2018-09-12T01:32:00+01:00,3.043,-0.51
2018-09-12T05:24:00+01:00,2.773,-1.582
2018-09-12T09:16:00+01:00,0.515,-0.758
2018-09-12T13:08:00+01:00,0.151,-1.862
2018-09-12T17:00:00+01:00,4.343,-0.211
2018-09-12T20:52:00+01:00,3.4,-0.177
2018-09-13T00:44:00+01:00,0.004,-0.154
2018-09-13T04:36:00+01:00,0.017,-0.164
2018-09-13T08:28:00+01:00,0.04,-0.183
2018-09-13T12:20:00+01:00,0.149,-0.179
2018-09-13T16:12:00+01:00,0.074,-1.905
2018-09-13T20:04:00+01:00,0.078,-1.353
2018-09-13T23:56:00+01:00,0.034,-0.185
2018-09-14T03:48:00+01:00,0.064,-1.212
2018-09-14T07:40:00+01:00,0.075,-0.521
2018-09-14T11:32:00+01:00,2.491,-0.363
2018-09-14T15:24:00+01:00,0.22,-0.306
2018-09-14T19:16:00+01:00,2.359,-0.227
2018-09-14T23:08:00+01:00,0.371,-0.48
2018-09-15T03:00:00+01:00,0.08,-0.397
2018-09-15T06:52:00+01:00,0.092,-0.601
2018-09-15T10:44:00+01:00,0.045,-0.506
2018-09-15T14:36:00+01:00,2.552,-0.332
2018-09-15T18:28:00+01:00,3.091,-0.321
2018-09-15T22:20:00+01:00,3.099,-0.165
2018-09-16T02:12:00+01:00,1.094,-0.065
2018-09-16T06:04:00+01:00,0.062,-0.712
2018-09-16T09:56:00+01:00,0.124,-0.203
2018-09-16T13:48:00+01:00,0.075,-0.298
2018-09-16T17:40:00+01:00,0.115,-0.211
2018-09-16T21:32:00+01:00,0.034,-0.283
2018-09-17T01:24:00+01:00,0.041,-0.263
2018-09-17T05:16:00+01:00,0.013,-0.086
2018-09-17T09:08:00+01:00,2.831,-0.142
2018-09-17T13:00:00+01:00,2.719,-0.161
2018-09-17T16:52:00+01:00,1.016,-2.251
2018-09-17T20:44:00+01:00,3.22,-0.12
2018-09-18T00:36:00+01:00,1.157,-0.141
2018-09-18T04:28:00+01:00,0.103,-0.772
2018-09-18T08:20:00+01:00,0.198,-0.143
2018-09-18T12:12:00+01:00,0.043,-1.937
2018-09-18T16:04:00+01:00,0.035,-0.098
2018-09-18T19:56:00+01:00,4.355,-1.192
2018-09-18T23:48:00+01:00,3.335,-1.685
2018-09-19T03:40:00+01:00,0.204,-2.225
2018-09-19T07:32:00+01:00,0.073,-0.139
2018-09-19T11:24:00+01:00,0.179,-0.255
2018-09-19T15:16:00+01:00,0.348,-2.056
2018-09-19T19:08:00+01:00,0.65,-1.995
2018-09-19T23:00:00+01:00,1.966,-0.739
2018-09-20T02:52:00+01:00,0.008,-0.089
2018-09-20T06:44:00+01:00,0.087,-0.22
2018-09-20T10:36:00+01:00,0.119,-0.306
2018-09-20T14:28:00+01:00,0.619,-0.223
2018-09-20T18:20:00+01:00,2.588,-0.801
2018-09-20T22:12:00+01:00,0.462,-0.788
2018-09-21T02:04:00+01:00,0.294,-0.475
2018-09-21T05:56:00+01:00,0.052,-0.209
2018-09-21T09:48:00+01:00,0.147,-0.196
2018-09-21T13:40:00+01:00,0.083,-0.109
2018-09-21T17:32:00+01:00,2.485,-0.211
2018-09-21T21:24:00+01:00,0.342,-3.015
2018-09-22T01:16:00+01:00,0.225,-0.356
2018-09-22T05:08:00+01:00,0.081,-0.183
2018-09-22T09:00:00+01:00,0.034,-0.209
2018-09-22T12:52:00+01:00,0.015,-0.178
2018-09-22T16:44:00+01:00,0.014,-0.269
2018-09-22T20:36:00+01:00,0.494,-0.753
2018-09-23T00:28:00+01:00,0.064,-0.573
2018-09-23T04:20:00+01:00,0.014,-0.678
2018-09-23T08:12:00+01:00,0.07,-1.209
2018-09-23T12:04:00+01:00,0.375,-3.007
2018-09-23T15:56:00+01:00,0.074,-0.546
2018-09-23T19:48:00+01:00,0.049,-0.175
2018-09-23T23:40:00+01:00,0.024,-0.942
2018-09-24T03:32:00+01:00,0.014,-0.127
2018-09-24T07:24:00+01:00,0.139,-1.155
2018-09-24T11:16:00+01:00,0.103,-0.25
2018-09-24T15:08:00+01:00,0.109,-0.144
2018-09-24T19:00:00+01:00,1.129,-1.721
2018-09-24T22:52:00+01:00,3.179,-0.259
2018-09-25T02:44:00+01:00,3.057,-0.329
2018-09-25T06:36:00+01:00,0.46,-0.483
2018-09-25T10:28:00+01:00,0.079,-0.483
