Time,total GB/s read,total GB/s write
2018-10-26T16:36:00+01:00,0.051,-0.287
2018-10-26T20:28:00+01:00,0.688,-0.012
2018-10-27T00:20:00+01:00,0.73,-0.012
2018-10-27T04:12:00+01:00,0.698,-0.025
2018-10-27T08:04:00+01:00,0.588,-0.021
2018-10-27T11:56:00+01:00,0.114,-0.025
2018-10-27T15:48:00+01:00,0.285,-0.031
2018-10-27T19:40:00+01:00,0.322,-0.02
2018-10-27T23:32:00+01:00,0.267,-0.115
2018-10-28T02:24:00+00:00,0.415,-0.01
2018-10-28T06:16:00+00:00,0.302,-0.022
2018-10-28T10:08:00+00:00,0.381,-0.021
2018-10-28T14:00:00+00:00,0.228,-0.021
2018-10-28T17:52:00+00:00,0.223,-0.014
2018-10-28T21:44:00+00:00,0.392,-0.017
2018-10-29T01:36:00+00:00,0.308,-0.019
2018-10-29T05:28:00+00:00,0.363,-0.014
2018-10-29T09:20:00+00:00,0.16,-0.012
2018-10-29T13:12:00+00:00,0.38,-0.035
2018-10-29T17:04:00+00:00,0.785,-0.172
2018-10-29T20:56:00+00:00,1.626,-0.073
2018-10-30T00:48:00+00:00,3.315,-0.008
2018-10-30T04:40:00+00:00,4.204,-0.013
2018-10-30T08:32:00+00:00,3.269,-0.092
2018-10-30T12:24:00+00:00,2.201,-0.051
2018-10-30T16:16:00+00:00,4.255,-0.112
2018-10-30T20:08:00+00:00,3.131,-0.163
2018-10-31T00:00:00+00:00,2.544,-0.042
2018-10-31T03:52:00+00:00,0.887,-0.009
2018-10-31T07:44:00+00:00,0.365,-0.002
2018-10-31T11:36:00+00:00,null,null
2018-10-31T15:28:00+00:00,null,null
2018-10-31T19:20:00+00:00,null,null
2018-10-31T23:12:00+00:00,null,null
2018-11-01T03:04:00+00:00,null,null
2018-11-01T06:56:00+00:00,null,null
2018-11-01T10:48:00+00:00,3.599,-0.134
2018-11-01T14:40:00+00:00,3.714,-0.161
2018-11-01T18:32:00+00:00,2.665,-0.205
2018-11-01T22:24:00+00:00,2.454,-0.13
2018-11-02T02:16:00+00:00,1.32,-0.167
2018-11-02T06:08:00+00:00,0.744,-0.353
2018-11-02T10:00:00+00:00,0.691,-0.614
2018-11-02T13:52:00+00:00,0.721,-0.635
2018-11-02T17:44:00+00:00,0.68,-0.692
2018-11-02T21:36:00+00:00,0.745,-0.617
2018-11-03T01:28:00+00:00,0.487,-0.693
2018-11-03T05:20:00+00:00,0.613,-0.632
2018-11-03T09:12:00+00:00,0.588,-0.638
2018-11-03T13:04:00+00:00,0.642,-0.715
2018-11-03T16:56:00+00:00,0.701,-0.622
2018-11-03T20:48:00+00:00,0.717,-0.75
2018-11-04T00:40:00+00:00,0.684,-0.686
2018-11-04T04:32:00+00:00,0.708,-0.706
2018-11-04T08:24:00+00:00,0.553,-0.608
2018-11-04T12:16:00+00:00,0.716,-0.615
2018-11-04T16:08:00+00:00,0.846,-0.901
2018-11-04T20:00:00+00:00,0.775,-0.834
2018-11-04T23:52:00+00:00,0.831,-0.91
2018-11-05T03:44:00+00:00,0.835,-0.883
2018-11-05T07:36:00+00:00,0.852,-0.755
2018-11-05T11:28:00+00:00,0.693,-0.711
2018-11-05T15:20:00+00:00,0.796,-0.743
2018-11-05T19:12:00+00:00,0.794,-0.82
2018-11-05T23:04:00+00:00,0.771,-0.847
2018-11-06T02:56:00+00:00,0.795,-0.879
2018-11-06T06:48:00+00:00,0.797,-0.878
2018-11-06T10:40:00+00:00,0.776,-0.731
2018-11-06T14:32:00+00:00,0.866,-0.801
2018-11-06T18:24:00+00:00,0.781,-0.682
2018-11-06T22:16:00+00:00,0.857,-0.803
2018-11-07T02:08:00+00:00,0.773,-0.745
2018-11-07T06:00:00+00:00,0.729,-0.733
2018-11-07T09:52:00+00:00,0.2,-0.279
2018-11-07T13:44:00+00:00,0.183,-0.274
2018-11-07T17:36:00+00:00,0.068,-0.159
2018-11-07T21:28:00+00:00,0.069,-0.084
2018-11-08T01:20:00+00:00,0.067,-0.079
2018-11-08T05:12:00+00:00,0.039,-0.093
2018-11-08T09:04:00+00:00,0.1,-0.14
2018-11-08T12:56:00+00:00,0.074,-0.206
2018-11-08T16:48:00+00:00,0.107,-0.195
2018-11-08T20:40:00+00:00,0.065,-0.256
2018-11-09T00:32:00+00:00,0.031,-0.132
2018-11-09T04:24:00+00:00,0.22,-0.125
2018-11-09T08:16:00+00:00,0.267,-0.192
2018-11-09T12:08:00+00:00,0.127,-0.19
2018-11-09T16:00:00+00:00,0.239,-0.217
2018-11-09T19:52:00+00:00,0.208,-0.232
2018-11-09T23:44:00+00:00,0.117,-0.151
2018-11-10T03:36:00+00:00,0.038,-0.159
2018-11-10T07:28:00+00:00,0.124,-0.12
2018-11-10T11:20:00+00:00,0.044,-0.173
2018-11-10T15:12:00+00:00,0.068,-0.148
2018-11-10T19:04:00+00:00,0.192,-0.164
2018-11-10T22:56:00+00:00,0.216,-0.125
2018-11-11T02:48:00+00:00,0.192,-0.096
2018-11-11T06:40:00+00:00,0.125,-0.085
2018-11-11T10:32:00+00:00,0.109,-0.102
2018-11-11T14:24:00+00:00,0.084,-0.128
2018-11-11T18:16:00+00:00,0.067,-0.137
2018-11-11T22:08:00+00:00,0.193,-0.437
2018-11-12T02:00:00+00:00,0.108,-0.354
2018-11-12T05:52:00+00:00,0.124,-0.363
2018-11-12T09:44:00+00:00,0.358,-0.48
2018-11-12T13:36:00+00:00,0.371,-0.274
2018-11-12T17:28:00+00:00,0.222,-0.678
2018-11-12T21:20:00+00:00,0.138,-0.676
2018-11-13T01:12:00+00:00,0.118,-0.648
2018-11-13T05:04:00+00:00,0.18,-0.649
2018-11-13T08:56:00+00:00,0.112,-0.298
2018-11-13T12:48:00+00:00,0.179,-0.171
2018-11-13T16:40:00+00:00,0.123,-0.197
2018-11-13T20:32:00+00:00,0.126,-0.302
2018-11-14T00:24:00+00:00,0.103,-0.294
2018-11-14T04:16:00+00:00,0.163,-0.238
2018-11-14T08:08:00+00:00,0.094,-0.186
2018-11-14T12:00:00+00:00,0.088,-0.205
2018-11-14T15:52:00+00:00,0.242,-0.149
2018-11-14T19:44:00+00:00,0.234,-0.156
2018-11-14T23:36:00+00:00,0.218,-0.204
2018-11-15T03:28:00+00:00,0.056,-0.352
2018-11-15T07:20:00+00:00,0.1,-0.089
2018-11-15T11:12:00+00:00,0.165,-0.121
2018-11-15T15:04:00+00:00,0.08,-0.114
2018-11-15T18:56:00+00:00,0.083,-0.099
2018-11-15T22:48:00+00:00,0.467,-0.535
2018-11-16T02:40:00+00:00,0.375,-0.699
2018-11-16T06:32:00+00:00,0.177,-0.125
2018-11-16T10:24:00+00:00,0.169,-0.226
2018-11-16T14:16:00+00:00,0.207,-0.152
2018-11-16T18:08:00+00:00,0.124,-0.229
2018-11-16T22:00:00+00:00,0.209,-0.271
2018-11-17T01:52:00+00:00,0.52,-0.786
2018-11-17T05:44:00+00:00,0.622,-0.645
2018-11-17T09:36:00+00:00,0.668,-0.675
2018-11-17T13:28:00+00:00,0.61,-0.626
2018-11-17T17:20:00+00:00,0.543,-0.579
2018-11-17T21:12:00+00:00,0.657,-0.662
2018-11-18T01:04:00+00:00,0.686,-0.701
2018-11-18T04:56:00+00:00,0.698,-0.733
2018-11-18T08:48:00+00:00,0.745,-0.689
2018-11-18T12:40:00+00:00,0.734,-0.726
2018-11-18T16:32:00+00:00,0.735,-0.697
2018-11-18T20:24:00+00:00,0.746,-0.839
2018-11-19T00:16:00+00:00,0.647,-0.697
2018-11-19T04:08:00+00:00,0.654,-0.642
2018-11-19T08:00:00+00:00,0.685,-0.743
2018-11-19T11:52:00+00:00,0.713,-0.721
2018-11-19T15:44:00+00:00,0.736,-0.714
2018-11-19T19:36:00+00:00,0.594,-0.632
2018-11-19T23:28:00+00:00,0.481,-0.478
2018-11-20T03:20:00+00:00,0.495,-0.554
2018-11-20T07:12:00+00:00,0.78,-0.695
2018-11-20T11:04:00+00:00,0.888,-0.938
2018-11-20T14:56:00+00:00,0.859,-0.808
2018-11-20T18:48:00+00:00,0.881,-0.839
2018-11-20T22:40:00+00:00,0.834,-0.865
2018-11-21T02:32:00+00:00,0.794,-0.804
2018-11-21T06:24:00+00:00,0.814,-0.725
2018-11-21T10:16:00+00:00,0.792,-0.753
2018-11-21T14:08:00+00:00,0.872,-0.835
2018-11-21T18:00:00+00:00,0.707,-3.521
2018-11-21T21:52:00+00:00,0.775,-2.761
2018-11-22T01:44:00+00:00,0.918,-1.158
2018-11-22T05:36:00+00:00,0.648,-0.928
2018-11-22T09:28:00+00:00,0.12,-0.348
2018-11-22T13:20:00+00:00,0.147,-0.559
2018-11-22T17:12:00+00:00,0.162,-0.433
2018-11-22T21:04:00+00:00,0.166,-0.281
2018-11-23T00:56:00+00:00,0.106,-0.2
2018-11-23T04:48:00+00:00,0.089,-0.173
2018-11-23T08:40:00+00:00,0.12,-0.119
2018-11-23T12:32:00+00:00,0.152,-0.118
2018-11-23T16:24:00+00:00,0.116,-0.146
2018-11-23T20:16:00+00:00,0.048,-0.153
2018-11-24T00:08:00+00:00,0.079,-0.205
2018-11-24T04:00:00+00:00,0.268,-0.32
2018-11-24T07:52:00+00:00,0.29,-0.34
2018-11-24T11:44:00+00:00,0.352,-0.373
2018-11-24T15:36:00+00:00,0.377,-0.443
2018-11-24T19:28:00+00:00,0.4,-0.584
2018-11-24T23:20:00+00:00,0.301,-0.624
2018-11-25T03:12:00+00:00,0.171,-0.578
2018-11-25T07:04:00+00:00,0.263,-0.591
2018-11-25T10:56:00+00:00,0.279,-0.529
2018-11-25T14:48:00+00:00,0.185,-0.303
2018-11-25T18:40:00+00:00,0.207,-0.237
2018-11-25T22:32:00+00:00,0.285,-0.383
2018-11-26T02:24:00+00:00,0.179,-0.327
2018-11-26T06:16:00+00:00,0.159,-0.301
2018-11-26T10:08:00+00:00,0.194,-0.333
2018-11-26T14:00:00+00:00,0.229,-0.384
2018-11-26T17:52:00+00:00,0.236,-0.345
2018-11-26T21:44:00+00:00,0.143,-0.175
2018-11-27T01:36:00+00:00,0.128,-0.173
2018-11-27T05:28:00+00:00,0.203,-0.202
2018-11-27T09:20:00+00:00,0.252,-0.26
2018-11-27T13:12:00+00:00,0.502,-0.216
2018-11-27T17:04:00+00:00,0.25,-0.156
2018-11-27T20:56:00+00:00,0.217,-0.225
2018-11-28T00:48:00+00:00,0.213,-0.333
2018-11-28T04:40:00+00:00,0.259,-0.163
2018-11-28T08:32:00+00:00,0.118,-0.235
2018-11-28T12:24:00+00:00,0.274,-0.344
2018-11-28T16:16:00+00:00,0.175,-0.287
2018-11-28T20:08:00+00:00,0.18,-0.182
2018-11-29T00:00:00+00:00,0.056,-0.153
2018-11-29T03:52:00+00:00,0.04,-0.099
2018-11-29T07:44:00+00:00,0.113,-0.123
2018-11-29T11:36:00+00:00,0.348,-0.242
2018-11-29T15:28:00+00:00,0.694,-0.611
2018-11-29T19:20:00+00:00,0.839,-0.788
2018-11-29T23:12:00+00:00,0.827,-0.767
2018-11-30T03:04:00+00:00,0.838,-0.783
2018-11-30T06:56:00+00:00,0.844,-0.765
2018-11-30T10:48:00+00:00,0.877,-0.772
2018-11-30T14:40:00+00:00,0.899,-0.727
2018-11-30T18:32:00+00:00,0.98,-0.684
2018-11-30T22:24:00+00:00,0.864,-0.661
2018-12-01T02:16:00+00:00,0.609,-0.723
2018-12-01T06:08:00+00:00,0.74,-0.647
2018-12-01T10:00:00+00:00,0.721,-0.638
2018-12-01T13:52:00+00:00,0.685,-0.65
2018-12-01T17:44:00+00:00,0.664,-0.671
2018-12-01T21:36:00+00:00,0.667,-0.647
2018-12-02T01:28:00+00:00,0.632,-0.63
2018-12-02T05:20:00+00:00,0.649,-0.496
2018-12-02T09:12:00+00:00,0.715,-0.508
2018-12-02T13:04:00+00:00,0.787,-0.547
2018-12-02T16:56:00+00:00,0.855,-0.58
2018-12-02T20:48:00+00:00,0.756,-0.64
2018-12-03T00:40:00+00:00,0.7,-0.677
2018-12-03T04:32:00+00:00,0.698,-0.639
2018-12-03T08:24:00+00:00,0.754,-0.631
2018-12-03T12:16:00+00:00,0.844,-0.63
2018-12-03T16:08:00+00:00,0.726,-0.606
2018-12-03T20:00:00+00:00,0.936,-0.602
2018-12-03T23:52:00+00:00,0.43,-0.346
2018-12-04T03:44:00+00:00,0.472,-0.329
2018-12-04T07:36:00+00:00,0.456,-0.323
2018-12-04T11:28:00+00:00,0.81,-0.376
2018-12-04T15:20:00+00:00,0.948,-0.41
2018-12-04T19:12:00+00:00,0.406,-0.345
2018-12-04T23:04:00+00:00,0.069,-0.064
2018-12-05T02:56:00+00:00,0.172,-0.169
2018-12-05T06:48:00+00:00,0.104,-0.167
2018-12-05T10:40:00+00:00,0.46,-0.244
2018-12-05T14:32:00+00:00,0.205,-0.243
2018-12-05T18:24:00+00:00,0.135,-0.171
2018-12-05T22:16:00+00:00,0.256,-0.11
2018-12-06T02:08:00+00:00,0.156,-0.069
2018-12-06T06:00:00+00:00,0.065,-0.077
2018-12-06T09:52:00+00:00,0.518,-0.154
2018-12-06T13:44:00+00:00,0.267,-0.198
2018-12-06T17:36:00+00:00,0.187,-0.179
2018-12-06T21:28:00+00:00,0.095,-0.169
2018-12-07T01:20:00+00:00,0.034,-0.168
2018-12-07T05:12:00+00:00,0.066,-0.173
2018-12-07T09:04:00+00:00,0.272,-0.237
2018-12-07T12:56:00+00:00,0.239,-0.212
2018-12-07T16:48:00+00:00,0.343,-0.161
2018-12-07T20:40:00+00:00,0.207,-0.117
2018-12-08T00:32:00+00:00,0.251,-0.191
2018-12-08T04:24:00+00:00,0.134,-0.101
2018-12-08T08:16:00+00:00,0.173,-0.198
2018-12-08T12:08:00+00:00,0.064,-0.147
2018-12-08T16:00:00+00:00,0.037,-0.171
2018-12-08T19:52:00+00:00,0.027,-0.185
2018-12-08T23:44:00+00:00,0.021,-0.172
2018-12-09T03:36:00+00:00,0.047,-0.214
2018-12-09T07:28:00+00:00,0.013,-0.17
2018-12-09T11:20:00+00:00,0.029,-0.124
2018-12-09T15:12:00+00:00,0.18,-0.115
2018-12-09T19:04:00+00:00,0.047,-0.135
2018-12-09T22:56:00+00:00,0.033,-0.102
2018-12-10T02:48:00+00:00,0.04,-0.107
2018-12-10T06:40:00+00:00,0.085,-0.124
2018-12-10T10:32:00+00:00,0.189,-0.214
2018-12-10T14:24:00+00:00,0.608,-0.167
2018-12-10T18:16:00+00:00,0.136,-0.073
2018-12-10T22:08:00+00:00,0.291,-0.105
2018-12-11T02:00:00+00:00,0.067,-0.107
2018-12-11T05:52:00+00:00,0.099,-0.121
2018-12-11T09:44:00+00:00,0.232,-0.12
2018-12-11T13:36:00+00:00,0.084,-0.052
2018-12-11T17:28:00+00:00,0.104,-0.06
2018-12-11T21:20:00+00:00,0.056,-0.071
2018-12-12T01:12:00+00:00,0.018,-0.061
2018-12-12T05:04:00+00:00,0.01,-0.035
2018-12-12T08:56:00+00:00,0,0
2018-12-12T12:48:00+00:00,0.317,-0.05
2018-12-12T16:40:00+00:00,0.225,-0.198
2018-12-12T20:32:00+00:00,0.102,-0.11
2018-12-13T00:24:00+00:00,0.091,-0.081
2018-12-13T04:16:00+00:00,0.064,-0.122
2018-12-13T08:08:00+00:00,0.138,-0.11
2018-12-13T12:00:00+00:00,0.175,-0.208
2018-12-13T15:52:00+00:00,0.176,-0.18
2018-12-13T19:44:00+00:00,0.09,-0.111
2018-12-13T23:36:00+00:00,0.074,-0.098
2018-12-14T03:28:00+00:00,0.049,-0.094
2018-12-14T07:20:00+00:00,0.117,-0.129
2018-12-14T11:12:00+00:00,0.092,-0.123
2018-12-14T15:04:00+00:00,0.121,-0.097
2018-12-14T18:56:00+00:00,0.093,-0.099
2018-12-14T22:48:00+00:00,0.047,-0.12
2018-12-15T02:40:00+00:00,null,null
2018-12-15T06:32:00+00:00,0.01,-0.837
2018-12-15T10:24:00+00:00,0.067,-0.819
2018-12-15T14:16:00+00:00,0.054,-0.306
2018-12-15T18:08:00+00:00,0.017,-0.303
2018-12-15T22:00:00+00:00,0.025,-0.288
2018-12-16T01:52:00+00:00,0.018,-0.278
2018-12-16T05:44:00+00:00,0.011,-0.278
2018-12-16T09:36:00+00:00,0.06,-0.263
2018-12-16T13:28:00+00:00,0.033,-0.318
2018-12-16T17:20:00+00:00,0.018,-0.496
2018-12-16T21:12:00+00:00,0.022,-0.529
2018-12-17T01:04:00+00:00,0.015,-0.492
2018-12-17T04:56:00+00:00,0.051,-0.108
2018-12-17T08:48:00+00:00,0.166,-0.089
2018-12-17T12:40:00+00:00,0.263,-0.101
2018-12-17T16:32:00+00:00,0.246,-0.207
2018-12-17T20:24:00+00:00,0.167,-0.378
2018-12-18T00:16:00+00:00,0.179,-0.386
2018-12-18T04:08:00+00:00,0.132,-0.562
2018-12-18T08:00:00+00:00,0.125,-0.349
2018-12-18T11:52:00+00:00,0.127,-0.372
2018-12-18T15:44:00+00:00,0.153,-0.375
2018-12-18T19:36:00+00:00,0.186,-0.341
2018-12-18T23:28:00+00:00,0.148,-0.378
2018-12-19T03:20:00+00:00,0.197,-0.146
2018-12-19T07:12:00+00:00,0.141,-0.13
2018-12-19T11:04:00+00:00,0.606,-0.084
2018-12-19T14:56:00+00:00,0.124,-0.346
2018-12-19T18:48:00+00:00,0.092,-0.376
2018-12-19T22:40:00+00:00,0.116,-0.24
2018-12-20T02:32:00+00:00,0.164,-0.346
2018-12-20T06:24:00+00:00,0.161,-0.409
2018-12-20T10:16:00+00:00,0.077,-0.353
2018-12-20T14:08:00+00:00,0.067,-0.293
2018-12-20T18:00:00+00:00,0.064,-0.939
2018-12-20T21:52:00+00:00,0.028,-1.359
2018-12-21T01:44:00+00:00,0.052,-0.961
2018-12-21T05:36:00+00:00,0.088,-0.315
2018-12-21T09:28:00+00:00,0.357,-0.359
2018-12-21T13:20:00+00:00,0.096,-0.479
2018-12-21T17:12:00+00:00,0.103,-1.494
2018-12-21T21:04:00+00:00,0.582,-0.982
2018-12-22T00:56:00+00:00,0.177,-0.112
2018-12-22T04:48:00+00:00,0.421,-0.169
2018-12-22T08:40:00+00:00,0.306,-0.237
2018-12-22T12:32:00+00:00,0.139,-0.297
2018-12-22T16:24:00+00:00,0.198,-0.45
2018-12-22T20:16:00+00:00,0.081,-0.494
2018-12-23T00:08:00+00:00,0.062,-0.296
2018-12-23T04:00:00+00:00,0.04,-0.466
2018-12-23T07:52:00+00:00,0.043,-0.399
2018-12-23T11:44:00+00:00,0.48,-0.049
2018-12-23T15:36:00+00:00,0.163,-0.43
2018-12-23T19:28:00+00:00,0.062,-0.151
2018-12-23T23:20:00+00:00,0.115,-0.338
2018-12-24T03:12:00+00:00,0.018,-0.47
2018-12-24T07:04:00+00:00,0.073,-0.363
2018-12-24T10:56:00+00:00,0.122,-0.459
2018-12-24T14:48:00+00:00,0.155,-0.557
2018-12-24T18:40:00+00:00,0.097,-0.499
2018-12-24T22:32:00+00:00,0.091,-0.32
2018-12-25T02:24:00+00:00,0.118,-0.059
2018-12-25T06:16:00+00:00,0.044,-0.316
2018-12-25T10:08:00+00:00,0.388,-0.735
2018-12-25T14:00:00+00:00,0.106,-0.322
2018-12-25T17:52:00+00:00,0.043,-0.393
2018-12-25T21:44:00+00:00,0.123,-0.359
2018-12-26T01:36:00+00:00,0.057,-0.297
2018-12-26T05:28:00+00:00,0.053,-0.31
2018-12-26T09:20:00+00:00,0.111,-0.475
2018-12-26T13:12:00+00:00,0.11,-0.508
2018-12-26T17:04:00+00:00,0.095,-0.512
2018-12-26T20:56:00+00:00,0.048,-0.322
2018-12-27T00:48:00+00:00,0.049,-0.438
2018-12-27T04:40:00+00:00,0.029,-0.398
2018-12-27T08:32:00+00:00,0.304,-0.303
2018-12-27T12:24:00+00:00,0.099,-0.477
2018-12-27T16:16:00+00:00,0.1,-0.512
2018-12-27T20:08:00+00:00,0.12,-0.421
2018-12-28T00:00:00+00:00,0.033,-0.354
2018-12-28T03:52:00+00:00,0.035,-0.312
2018-12-28T07:44:00+00:00,0.041,-0.058
2018-12-28T11:36:00+00:00,0.036,-0.287
2018-12-28T15:28:00+00:00,0.155,-0.513
2018-12-28T19:20:00+00:00,0.132,-0.554
2018-12-28T23:12:00+00:00,0.178,-0.713
2018-12-29T03:04:00+00:00,0.55,-1.559
2018-12-29T06:56:00+00:00,0.378,-0.224
2018-12-29T10:48:00+00:00,0.068,-0.384
2018-12-29T14:40:00+00:00,0.094,-0.41
2018-12-29T18:32:00+00:00,0.125,-0.397
2018-12-29T22:24:00+00:00,0.084,-0.384
2018-12-30T02:16:00+00:00,0.17,-0.49
2018-12-30T06:08:00+00:00,0.235,-0.501
2018-12-30T10:00:00+00:00,0.272,-0.677
2018-12-30T13:52:00+00:00,0.306,-0.559
2018-12-30T17:44:00+00:00,0.249,-0.322
2018-12-30T21:36:00+00:00,0.203,-0.437
2018-12-31T01:28:00+00:00,0.254,-2.276
2018-12-31T05:20:00+00:00,0.698,-1.426
2018-12-31T09:12:00+00:00,0.651,-0.304
2018-12-31T13:04:00+00:00,0.239,-0.673
2018-12-31T16:56:00+00:00,0.353,-0.686
2018-12-31T20:48:00+00:00,0.141,-0.6
