Time,total GB/s read,total GB/s write
2018-07-07T16:28:00+01:00,1.089,-0.565
2018-07-07T20:20:00+01:00,1.432,-0.399
2018-07-08T00:12:00+01:00,0.761,-0.355
2018-07-08T04:04:00+01:00,0.728,-0.223
2018-07-08T07:56:00+01:00,0.863,-0.215
2018-07-08T11:48:00+01:00,0.918,-0.576
2018-07-08T15:40:00+01:00,1.927,-0.806
2018-07-08T19:32:00+01:00,1.613,-0.642
2018-07-08T23:24:00+01:00,1.828,-0.666
2018-07-09T03:16:00+01:00,2.038,-0.719
2018-07-09T07:08:00+01:00,1.506,-0.62
2018-07-09T11:00:00+01:00,1.501,-0.565
2018-07-09T14:52:00+01:00,2.201,-0.825
2018-07-09T18:44:00+01:00,1.631,-0.868
2018-07-09T22:36:00+01:00,1.465,-0.835
2018-07-10T02:28:00+01:00,2.014,-0.996
2018-07-10T06:20:00+01:00,1.73,-1.06
2018-07-10T10:12:00+01:00,1.561,-0.546
2018-07-10T14:04:00+01:00,1.743,-0.687
2018-07-10T17:56:00+01:00,0.801,-0.614
2018-07-10T21:48:00+01:00,0.54,-0.591
2018-07-11T01:40:00+01:00,0.505,-0.384
2018-07-11T05:32:00+01:00,2.004,-0.642
2018-07-11T09:24:00+01:00,1.845,-0.686
2018-07-11T13:16:00+01:00,0.888,-0.492
2018-07-11T17:08:00+01:00,0.907,-0.331
2018-07-11T21:00:00+01:00,0.864,-0.378
2018-07-12T00:52:00+01:00,0.028,-0.168
2018-07-12T04:44:00+01:00,0.088,-0.172
2018-07-12T08:36:00+01:00,1.72,-0.665
2018-07-12T12:28:00+01:00,1.414,-0.596
2018-07-12T16:20:00+01:00,1.711,-0.541
2018-07-12T20:12:00+01:00,2.287,-0.689
2018-07-13T00:04:00+01:00,1.189,-0.557
2018-07-13T03:56:00+01:00,1.138,-0.342
2018-07-13T07:48:00+01:00,1.5,-0.49
2018-07-13T11:40:00+01:00,1.912,-0.717
2018-07-13T15:32:00+01:00,1.421,-0.662
2018-07-13T19:24:00+01:00,1.416,-0.537
2018-07-13T23:16:00+01:00,1.998,-0.603
2018-07-14T03:08:00+01:00,1.77,-0.506
2018-07-14T07:00:00+01:00,0.808,-0.29
2018-07-14T10:52:00+01:00,0.553,-0.278
2018-07-14T14:44:00+01:00,0.387,-0.273
2018-07-14T18:36:00+01:00,0.434,-0.224
2018-07-14T22:28:00+01:00,0.435,-0.721
2018-07-15T02:20:00+01:00,0.498,-0.775
2018-07-15T06:12:00+01:00,0.497,-0.21
2018-07-15T10:04:00+01:00,0.032,-0.207
2018-07-15T13:56:00+01:00,0.108,-0.176
2018-07-15T17:48:00+01:00,0.114,-0.104
2018-07-15T21:40:00+01:00,0.07,-0.141
2018-07-16T01:32:00+01:00,0.139,-0.191
2018-07-16T05:24:00+01:00,0.052,-0.056
2018-07-16T09:16:00+01:00,0.148,-0.188
2018-07-16T13:08:00+01:00,0.173,-0.355
2018-07-16T17:00:00+01:00,0.039,-0.095
2018-07-16T20:52:00+01:00,0.036,-0.133
2018-07-17T00:44:00+01:00,0.034,-0.043
2018-07-17T04:36:00+01:00,0.126,-0.167
2018-07-17T08:28:00+01:00,0.236,-0.316
2018-07-17T12:20:00+01:00,0.336,-0.385
2018-07-17T16:12:00+01:00,0.345,-0.497
2018-07-17T20:04:00+01:00,0.316,-0.4
2018-07-17T23:56:00+01:00,0.134,-0.228
2018-07-18T03:48:00+01:00,0.114,-0.15
2018-07-18T07:40:00+01:00,0.19,-0.253
2018-07-18T11:32:00+01:00,0.622,-0.465
2018-07-18T15:24:00+01:00,0.686,-0.798
2018-07-18T19:16:00+01:00,2.274,-1.396
2018-07-18T23:08:00+01:00,2.24,-1.326
2018-07-19T03:00:00+01:00,1.022,-0.58
2018-07-19T06:52:00+01:00,1.193,-0.639
2018-07-19T10:44:00+01:00,2.093,-0.805
2018-07-19T14:36:00+01:00,0.356,-0.478
2018-07-19T18:28:00+01:00,0.378,-0.539
2018-07-19T22:20:00+01:00,0.398,-0.445
2018-07-20T02:12:00+01:00,0.407,-0.337
2018-07-20T06:04:00+01:00,0.18,-0.224
2018-07-20T09:56:00+01:00,0.23,-0.311
2018-07-20T13:48:00+01:00,0.205,-0.677
2018-07-20T17:40:00+01:00,0.293,-0.773
2018-07-20T21:32:00+01:00,0.297,-0.72
2018-07-21T01:24:00+01:00,0.237,-0.711
2018-07-21T05:16:00+01:00,0.33,-0.705
2018-07-21T09:08:00+01:00,0.213,-0.451
2018-07-21T13:00:00+01:00,0.062,-0.995
2018-07-21T16:52:00+01:00,0.123,-0.953
2018-07-21T20:44:00+01:00,0.166,-0.203
2018-07-22T00:36:00+01:00,0.069,-0.747
2018-07-22T04:28:00+01:00,0.108,-0.749
2018-07-22T08:20:00+01:00,0.147,-0.211
2018-07-22T12:12:00+01:00,0.119,-0.171
2018-07-22T16:04:00+01:00,0.079,-0.181
2018-07-22T19:56:00+01:00,0.119,-0.168
2018-07-22T23:48:00+01:00,0.12,-0.124
2018-07-23T03:40:00+01:00,0.062,-0.122
2018-07-23T07:32:00+01:00,0.219,-0.304
2018-07-23T11:24:00+01:00,0.324,-0.368
2018-07-23T15:16:00+01:00,0.303,-0.303
2018-07-23T19:08:00+01:00,0.184,-0.305
2018-07-23T23:00:00+01:00,0.21,-0.264
2018-07-24T02:52:00+01:00,0.158,-0.189
2018-07-24T06:44:00+01:00,0.191,-0.188
2018-07-24T10:36:00+01:00,0.188,-0.22
2018-07-24T14:28:00+01:00,0.189,-0.207
2018-07-24T18:20:00+01:00,0.065,-0.091
2018-07-24T22:12:00+01:00,0.113,-0.081
2018-07-25T02:04:00+01:00,0.045,-0.118
2018-07-25T05:56:00+01:00,0.023,-0.031
2018-07-25T09:48:00+01:00,0,0
2018-07-25T13:40:00+01:00,0.893,-0.395
2018-07-25T17:32:00+01:00,0.112,-0.161
2018-07-25T21:24:00+01:00,0.075,-0.13
2018-07-26T01:16:00+01:00,0.075,-0.176
2018-07-26T05:08:00+01:00,0.107,-0.169
2018-07-26T09:00:00+01:00,0.407,-0.301
2018-07-26T12:52:00+01:00,0.177,-0.425
2018-07-26T16:44:00+01:00,0.254,-0.658
2018-07-26T20:36:00+01:00,0.226,-0.364
2018-07-27T00:28:00+01:00,0.328,-0.322
2018-07-27T04:20:00+01:00,0.246,-0.246
2018-07-27T08:12:00+01:00,0.122,-0.187
2018-07-27T12:04:00+01:00,0.103,-0.131
2018-07-27T15:56:00+01:00,0.174,-0.22
2018-07-27T19:48:00+01:00,0.109,-0.253
2018-07-27T23:40:00+01:00,0.217,-0.402
2018-07-28T03:32:00+01:00,0.324,-0.401
2018-07-28T07:24:00+01:00,0.225,-0.378
2018-07-28T11:16:00+01:00,0.121,-0.191
2018-07-28T15:08:00+01:00,0.132,-0.212
2018-07-28T19:00:00+01:00,0.234,-0.392
2018-07-28T22:52:00+01:00,0.327,-0.386
2018-07-29T02:44:00+01:00,0.25,-0.334
2018-07-29T06:36:00+01:00,0.184,-0.296
2018-07-29T10:28:00+01:00,0.231,-0.364
2018-07-29T14:20:00+01:00,0.308,-0.347
2018-07-29T18:12:00+01:00,0.275,-0.319
2018-07-29T22:04:00+01:00,0.195,-0.345
2018-07-30T01:56:00+01:00,0.099,-1.324
2018-07-30T05:48:00+01:00,0.123,-0.132
2018-07-30T09:40:00+01:00,0.358,-0.348
2018-07-30T13:32:00+01:00,0.33,-0.291
2018-07-30T17:24:00+01:00,0.162,-0.261
2018-07-30T21:16:00+01:00,0.317,-0.395
2018-07-31T01:08:00+01:00,0.271,-0.288
2018-07-31T05:00:00+01:00,0.316,-0.318
2018-07-31T08:52:00+01:00,0.261,-0.494
2018-07-31T12:44:00+01:00,0.281,-0.318
2018-07-31T16:36:00+01:00,0.27,-0.361
2018-07-31T20:28:00+01:00,0.265,-0.288
2018-08-01T00:20:00+01:00,0.238,-0.236
2018-08-01T04:12:00+01:00,0.108,-0.146
2018-08-01T08:04:00+01:00,0.503,-0.253
2018-08-01T11:56:00+01:00,0.231,-0.224
2018-08-01T15:48:00+01:00,0.207,-0.257
2018-08-01T19:40:00+01:00,0.323,-0.21
2018-08-01T23:32:00+01:00,0.09,-0.193
2018-08-02T03:24:00+01:00,0.112,-0.19
2018-08-02T07:16:00+01:00,0.174,-0.147
2018-08-02T11:08:00+01:00,0.082,-0.134
2018-08-02T15:00:00+01:00,0.125,-0.092
2018-08-02T18:52:00+01:00,0.027,-0.142
2018-08-02T22:44:00+01:00,0.017,-0.112
2018-08-03T02:36:00+01:00,0.058,-0.173
2018-08-03T06:28:00+01:00,0.101,-0.175
2018-08-03T10:20:00+01:00,0.24,-0.261
2018-08-03T14:12:00+01:00,0.101,-0.186
2018-08-03T18:04:00+01:00,0.03,-0.18
2018-08-03T21:56:00+01:00,0.034,-0.18
2018-08-04T01:48:00+01:00,0.041,-0.215
2018-08-04T05:40:00+01:00,0.11,-0.274
2018-08-04T09:32:00+01:00,0.043,-0.149
2018-08-04T13:24:00+01:00,0.021,-0.043
2018-08-04T17:16:00+01:00,0.106,-0.059
2018-08-04T21:08:00+01:00,0.017,-0.102
2018-08-05T01:00:00+01:00,0.014,-0.096
2018-08-05T04:52:00+01:00,0.048,-0.111
2018-08-05T08:44:00+01:00,0.085,-0.095
2018-08-05T12:36:00+01:00,0.11,-0.154
2018-08-05T16:28:00+01:00,0.15,-0.109
2018-08-05T20:20:00+01:00,0.049,-0.17
2018-08-06T00:12:00+01:00,0.108,-0.215
2018-08-06T04:04:00+01:00,0.106,-0.212
2018-08-06T07:56:00+01:00,0.244,-0.268
2018-08-06T11:48:00+01:00,0.208,-0.268
2018-08-06T15:40:00+01:00,0.42,-0.193
2018-08-06T19:32:00+01:00,0.211,-0.19
2018-08-06T23:24:00+01:00,0.077,-0.164
2018-08-07T03:16:00+01:00,0.111,-0.202
2018-08-07T07:08:00+01:00,0.13,-0.235
2018-08-07T11:00:00+01:00,0.344,-0.169
2018-08-07T14:52:00+01:00,0.093,-0.121
2018-08-07T18:44:00+01:00,0.177,-0.196
2018-08-07T22:36:00+01:00,0.145,-0.205
2018-08-08T02:28:00+01:00,0.065,-0.206
2018-08-08T06:20:00+01:00,0.033,-0.196
2018-08-08T10:12:00+01:00,0.086,-0.315
2018-08-08T14:04:00+01:00,0.129,-0.398
2018-08-08T17:56:00+01:00,0.108,-0.292
2018-08-08T21:48:00+01:00,0.14,-0.356
2018-08-09T01:40:00+01:00,0.071,-0.208
2018-08-09T05:32:00+01:00,0.112,-0.459
2018-08-09T09:24:00+01:00,0.408,-0.524
2018-08-09T13:16:00+01:00,0.285,-0.42
2018-08-09T17:08:00+01:00,0.173,-0.274
2018-08-09T21:00:00+01:00,0.181,-0.285
2018-08-10T00:52:00+01:00,0.224,-0.274
2018-08-10T04:44:00+01:00,0.139,-0.429
2018-08-10T08:36:00+01:00,0.51,-0.288
2018-08-10T12:28:00+01:00,0.464,-0.409
2018-08-10T16:20:00+01:00,0.272,-0.521
2018-08-10T20:12:00+01:00,0.136,-0.259
2018-08-11T00:04:00+01:00,0.048,-0.203
2018-08-11T03:56:00+01:00,0.095,-0.16
2018-08-11T07:48:00+01:00,0.045,-0.155
2018-08-11T11:40:00+01:00,0.039,-0.139
2018-08-11T15:32:00+01:00,0.05,-0.155
2018-08-11T19:24:00+01:00,0.04,-0.127
2018-08-11T23:16:00+01:00,0.06,-0.114
2018-08-12T03:08:00+01:00,0.061,-0.65
2018-08-12T07:00:00+01:00,0.083,-0.631
2018-08-12T10:52:00+01:00,0.08,-0.667
2018-08-12T14:44:00+01:00,0.06,-0.663
2018-08-12T18:36:00+01:00,0.087,-0.183
2018-08-12T22:28:00+01:00,0.097,-0.185
2018-08-13T02:20:00+01:00,0.061,-0.167
2018-08-13T06:12:00+01:00,0.104,-0.16
2018-08-13T10:04:00+01:00,0.253,-0.316
2018-08-13T13:56:00+01:00,0.189,-0.266
2018-08-13T17:48:00+01:00,0.06,-0.359
2018-08-13T21:40:00+01:00,0.044,-0.364
2018-08-14T01:32:00+01:00,0.041,-0.137
2018-08-14T05:24:00+01:00,0.078,-0.138
2018-08-14T09:16:00+01:00,0.678,-0.32
2018-08-14T13:08:00+01:00,0.711,-0.309
2018-08-14T17:00:00+01:00,0.43,-0.212
2018-08-14T20:52:00+01:00,0.59,-0.219
2018-08-15T00:44:00+01:00,0.284,-0.19
2018-08-15T04:36:00+01:00,0.059,-0.171
2018-08-15T08:28:00+01:00,0.72,-0.285
2018-08-15T12:20:00+01:00,2.43,-0.316
2018-08-15T16:12:00+01:00,0.931,-0.272
2018-08-15T20:04:00+01:00,0.12,-0.238
2018-08-15T23:56:00+01:00,0.073,-0.204
2018-08-16T03:48:00+01:00,0.077,-0.174
2018-08-16T07:40:00+01:00,0.157,-0.193
2018-08-16T11:32:00+01:00,0.16,-0.222
2018-08-16T15:24:00+01:00,0.132,-0.307
2018-08-16T19:16:00+01:00,0.088,-0.562
2018-08-16T23:08:00+01:00,0.077,-0.182
2018-08-17T03:00:00+01:00,0.082,-0.147
2018-08-17T06:52:00+01:00,0.149,-0.439
2018-08-17T10:44:00+01:00,0.366,-0.416
2018-08-17T14:36:00+01:00,0.163,-0.259
2018-08-17T18:28:00+01:00,0.085,-0.226
2018-08-17T22:20:00+01:00,0.08,-0.238
2018-08-18T02:12:00+01:00,0.128,-0.215
2018-08-18T06:04:00+01:00,0.062,-0.258
2018-08-18T09:56:00+01:00,0.078,-0.227
2018-08-18T13:48:00+01:00,0.063,-0.163
2018-08-18T17:40:00+01:00,0.056,-0.148
2018-08-18T21:32:00+01:00,0.028,-0.077
2018-08-19T01:24:00+01:00,0.087,-0.169
2018-08-19T05:16:00+01:00,0.082,-0.165
2018-08-19T09:08:00+01:00,0.101,-0.196
2018-08-19T13:00:00+01:00,0.055,-0.159
2018-08-19T16:52:00+01:00,0.068,-0.193
2018-08-19T20:44:00+01:00,0.073,-0.195
2018-08-20T00:36:00+01:00,0.077,-0.747
2018-08-20T04:28:00+01:00,0.074,-0.155
2018-08-20T08:20:00+01:00,0.333,-0.268
2018-08-20T12:12:00+01:00,0.15,-0.72
2018-08-20T16:04:00+01:00,0.165,-0.324
2018-08-20T19:56:00+01:00,0.107,-0.321
2018-08-20T23:48:00+01:00,0.001,-0.016
2018-08-21T03:40:00+01:00,0.001,-0.006
2018-08-21T07:32:00+01:00,0.038,-0.053
2018-08-21T11:24:00+01:00,0.162,-0.452
2018-08-21T15:16:00+01:00,0.136,-0.597
2018-08-21T19:08:00+01:00,0.144,-0.708
2018-08-21T23:00:00+01:00,0.172,-0.628
2018-08-22T02:52:00+01:00,0.101,-0.988
2018-08-22T06:44:00+01:00,0.174,-0.45
2018-08-22T10:36:00+01:00,0.138,-0.407
2018-08-22T14:28:00+01:00,0.237,-0.38
2018-08-22T18:20:00+01:00,0.062,-0.258
2018-08-22T22:12:00+01:00,0.133,-0.359
2018-08-23T02:04:00+01:00,0.102,-0.438
2018-08-23T05:56:00+01:00,0.164,-0.431
2018-08-23T09:48:00+01:00,0.707,-0.53
2018-08-23T13:40:00+01:00,0.91,-0.581
2018-08-23T17:32:00+01:00,0.959,-0.638
2018-08-23T21:24:00+01:00,0.369,-0.537
2018-08-24T01:16:00+01:00,0.181,-1.111
2018-08-24T05:08:00+01:00,0.215,-0.42
2018-08-24T09:00:00+01:00,1.104,-0.427
2018-08-24T12:52:00+01:00,1.17,-0.47
2018-08-24T16:44:00+01:00,0.848,-0.47
2018-08-24T20:36:00+01:00,0.213,-0.577
2018-08-25T00:28:00+01:00,0.145,-0.413
2018-08-25T04:20:00+01:00,0.129,-0.364
2018-08-25T08:12:00+01:00,0.205,-0.43
2018-08-25T12:04:00+01:00,0.188,-0.392
2018-08-25T15:56:00+01:00,0.191,-0.4
2018-08-25T19:48:00+01:00,0.192,-0.413
2018-08-25T23:40:00+01:00,0.194,-0.488
2018-08-26T03:32:00+01:00,0.169,-0.935
2018-08-26T07:24:00+01:00,0.148,-0.368
2018-08-26T11:16:00+01:00,0.147,-0.329
2018-08-26T15:08:00+01:00,0.188,-0.363
2018-08-26T19:00:00+01:00,0.184,-0.322
2018-08-26T22:52:00+01:00,0.15,-0.354
2018-08-27T02:44:00+01:00,0.142,-0.349
2018-08-27T06:36:00+01:00,0.148,-0.325
2018-08-27T10:28:00+01:00,0.142,-0.339
2018-08-27T14:20:00+01:00,0.206,-0.356
2018-08-27T18:12:00+01:00,0.237,-0.317
2018-08-27T22:04:00+01:00,0.129,-0.5
2018-08-28T01:56:00+01:00,0.22,-0.967
2018-08-28T05:48:00+01:00,0.186,-0.359
2018-08-28T09:40:00+01:00,0.5,-0.496
2018-08-28T13:32:00+01:00,1.351,-0.456
2018-08-28T17:24:00+01:00,1.341,-0.432
2018-08-28T21:16:00+01:00,0.925,-0.737
2018-08-29T01:08:00+01:00,0.809,-0.892
2018-08-29T05:00:00+01:00,1.51,-0.478
2018-08-29T08:52:00+01:00,1.543,-0.402
2018-08-29T12:44:00+01:00,1.811,-0.36
2018-08-29T16:36:00+01:00,1.971,-0.237
2018-08-29T20:28:00+01:00,0.849,-0.257
2018-08-30T00:20:00+01:00,0.541,-0.292
2018-08-30T04:12:00+01:00,0.567,-0.283
2018-08-30T08:04:00+01:00,0.232,-0.412
2018-08-30T11:56:00+01:00,0.574,-0.491
2018-08-30T15:48:00+01:00,0.94,-3.553
2018-08-30T19:40:00+01:00,0.995,-4.263
2018-08-30T23:32:00+01:00,1.726,-4.499
2018-08-31T03:24:00+01:00,2.18,-1.311
2018-08-31T07:16:00+01:00,1.384,-0.129
2018-08-31T11:08:00+01:00,1.027,-0.418
2018-08-31T15:00:00+01:00,0.191,-0.222
2018-08-31T18:52:00+01:00,0.147,-0.157
2018-08-31T22:44:00+01:00,0.22,-0.297
2018-09-01T02:36:00+01:00,4.039,-0.645
2018-09-01T06:28:00+01:00,2.861,-0.412
2018-09-01T10:20:00+01:00,3.411,-0.452
2018-09-01T14:12:00+01:00,2.349,-0.471
2018-09-01T18:04:00+01:00,1.646,-0.387
2018-09-01T21:56:00+01:00,2,-0.676
2018-09-02T01:48:00+01:00,1.403,-0.978
2018-09-02T05:40:00+01:00,2.004,-0.26
2018-09-02T09:32:00+01:00,1.093,-0.428
2018-09-02T13:24:00+01:00,0.966,-0.214
2018-09-02T17:16:00+01:00,1.145,-0.379
2018-09-02T21:08:00+01:00,0.401,-0.093
2018-09-03T01:00:00+01:00,0.084,-0.059
2018-09-03T04:52:00+01:00,0.575,-0.215
2018-09-03T08:44:00+01:00,1.331,-0.398
2018-09-03T12:36:00+01:00,1.799,-0.279
2018-09-03T16:28:00+01:00,2.009,-0.314
2018-09-03T20:20:00+01:00,1.486,-0.375
2018-09-04T00:12:00+01:00,0.993,-0.934
2018-09-04T04:04:00+01:00,1.341,-0.239
2018-09-04T07:56:00+01:00,0.558,-0.354
2018-09-04T11:48:00+01:00,1.102,-0.303
2018-09-04T15:40:00+01:00,0.711,-0.627
2018-09-04T19:32:00+01:00,0.77,-0.377
2018-09-04T23:24:00+01:00,1.2,-0.5
2018-09-05T03:16:00+01:00,1.973,-0.289
2018-09-05T07:08:00+01:00,1.536,-0.366
2018-09-05T11:00:00+01:00,0.665,-0.441
2018-09-05T14:52:00+01:00,1.18,-1.223
2018-09-05T18:44:00+01:00,0.909,-1.299
2018-09-05T22:36:00+01:00,1.291,-0.715
2018-09-06T02:28:00+01:00,0.635,-1.123
2018-09-06T06:20:00+01:00,0.391,-0.521
2018-09-06T10:12:00+01:00,0.296,-0.211
2018-09-06T14:04:00+01:00,0.15,-0.162
2018-09-06T17:56:00+01:00,0.219,-0.091
2018-09-06T21:48:00+01:00,0.374,-0.322
2018-09-07T01:40:00+01:00,0.24,-0.452
2018-09-07T05:32:00+01:00,0.162,-0.29
2018-09-07T09:24:00+01:00,0.13,-0.323
2018-09-07T13:16:00+01:00,0.21,-0.404
2018-09-07T17:08:00+01:00,0.319,-0.168
2018-09-07T21:00:00+01:00,0.189,-0.639
2018-09-08T00:52:00+01:00,0.263,-0.528
2018-09-08T04:44:00+01:00,0.182,-0.365
2018-09-08T08:36:00+01:00,0.121,-0.338
2018-09-08T12:28:00+01:00,0.214,-0.715
2018-09-08T16:20:00+01:00,0.207,-0.262
2018-09-08T20:12:00+01:00,0.114,-0.223
2018-09-09T00:04:00+01:00,0.097,-0.164
2018-09-09T03:56:00+01:00,0.093,-0.263
2018-09-09T07:48:00+01:00,0.119,-0.211
2018-09-09T11:40:00+01:00,0.145,-0.158
2018-09-09T15:32:00+01:00,0.082,-0.165
2018-09-09T19:24:00+01:00,0.602,-0.181
2018-09-09T23:16:00+01:00,0.384,-0.182
2018-09-10T03:08:00+01:00,0.059,-0.703
2018-09-10T07:00:00+01:00,0.162,-0.139
2018-09-10T10:52:00+01:00,0.132,-0.159
2018-09-10T14:44:00+01:00,0.106,-0.215
2018-09-10T18:36:00+01:00,0.05,-0.167
2018-09-10T22:28:00+01:00,0.819,-0.174
2018-09-11T02:20:00+01:00,1.454,-0.243
2018-09-11T06:12:00+01:00,0.384,-0.08
2018-09-11T10:04:00+01:00,0.222,-0.287
2018-09-11T13:56:00+01:00,0.108,-0.412
2018-09-11T17:48:00+01:00,1.884,-0.12
2018-09-11T21:40:00+01:00,2.01,-0.261
2018-09-12T01:32:00+01:00,1.286,-0.764
2018-09-12T05:24:00+01:00,0.537,-0.167
2018-09-12T09:16:00+01:00,0.218,-0.238
2018-09-12T13:08:00+01:00,0.276,-0.282
2018-09-12T17:00:00+01:00,0.363,-0.154
2018-09-12T20:52:00+01:00,0.44,-0.423
2018-09-13T00:44:00+01:00,0.363,-0.283
2018-09-13T04:36:00+01:00,0.613,-0.192
2018-09-13T08:28:00+01:00,0.827,-0.308
2018-09-13T12:20:00+01:00,0.754,-0.318
2018-09-13T16:12:00+01:00,0.803,-0.106
2018-09-13T20:04:00+01:00,0.943,-0.148
2018-09-13T23:56:00+01:00,0.989,-0.235
2018-09-14T03:48:00+01:00,0.612,-0.8
2018-09-14T07:40:00+01:00,0.306,-0.311
2018-09-14T11:32:00+01:00,0.3,-0.247
2018-09-14T15:24:00+01:00,0.743,-0.135
2018-09-14T19:16:00+01:00,1.024,-0.353
2018-09-14T23:08:00+01:00,1.216,-0.319
2018-09-15T03:00:00+01:00,0.372,-0.457
2018-09-15T06:52:00+01:00,0.205,-0.444
2018-09-15T10:44:00+01:00,0.284,-0.299
2018-09-15T14:36:00+01:00,0.722,-0.685
2018-09-15T18:28:00+01:00,0.929,-2.5
2018-09-15T22:20:00+01:00,0.884,-2.389
2018-09-16T02:12:00+01:00,0.949,-1.181
2018-09-16T06:04:00+01:00,0.898,-0.374
2018-09-16T09:56:00+01:00,0.985,-0.43
2018-09-16T13:48:00+01:00,0.703,-1.075
2018-09-16T17:40:00+01:00,0.368,-0.734
2018-09-16T21:32:00+01:00,0.89,-0.321
2018-09-17T01:24:00+01:00,0.758,-0.275
2018-09-17T05:16:00+01:00,0.491,-0.294
2018-09-17T09:08:00+01:00,0.567,-0.37
2018-09-17T13:00:00+01:00,0.306,-0.268
2018-09-17T16:52:00+01:00,0.272,-0.274
2018-09-17T20:44:00+01:00,0.138,-0.261
2018-09-18T00:36:00+01:00,0.064,-0.198
2018-09-18T04:28:00+01:00,0.056,-0.754
2018-09-18T08:20:00+01:00,0.282,-0.352
2018-09-18T12:12:00+01:00,0.344,-0.34
2018-09-18T16:04:00+01:00,0.203,-0.268
2018-09-18T19:56:00+01:00,0.094,-1.263
2018-09-18T23:48:00+01:00,0.216,-1.496
2018-09-19T03:40:00+01:00,0.256,-0.252
2018-09-19T07:32:00+01:00,0.298,-0.434
2018-09-19T11:24:00+01:00,0.294,-0.477
2018-09-19T15:16:00+01:00,0.293,-0.189
2018-09-19T19:08:00+01:00,0.095,-0.154
2018-09-19T23:00:00+01:00,0.077,-0.201
2018-09-20T02:52:00+01:00,0.044,-0.164
2018-09-20T06:44:00+01:00,0.07,-0.185
2018-09-20T10:36:00+01:00,0.326,-0.17
2018-09-20T14:28:00+01:00,0.336,-0.323
2018-09-20T18:20:00+01:00,0.188,-0.875
2018-09-20T22:12:00+01:00,0.083,-0.692
2018-09-21T02:04:00+01:00,0.15,-0.401
2018-09-21T05:56:00+01:00,0.242,-0.249
2018-09-21T09:48:00+01:00,0.272,-0.241
2018-09-21T13:40:00+01:00,0.217,-0.216
2018-09-21T17:32:00+01:00,0.084,-0.253
2018-09-21T21:24:00+01:00,0.086,-0.192
2018-09-22T01:16:00+01:00,0.049,-0.227
2018-09-22T05:08:00+01:00,0.068,-0.127
2018-09-22T09:00:00+01:00,0.119,-0.12
2018-09-22T12:52:00+01:00,0.166,-0.137
2018-09-22T16:44:00+01:00,0.039,-0.177
2018-09-22T20:36:00+01:00,0.048,-0.225
2018-09-23T00:28:00+01:00,0.102,-0.206
2018-09-23T04:20:00+01:00,0.082,-0.171
2018-09-23T08:12:00+01:00,0.031,-0.089
2018-09-23T12:04:00+01:00,0.136,-0.793
2018-09-23T15:56:00+01:00,0.048,-0.668
2018-09-23T19:48:00+01:00,0.069,-0.844
2018-09-23T23:40:00+01:00,0.102,-0.698
2018-09-24T03:32:00+01:00,0.113,-0.948
2018-09-24T07:24:00+01:00,0.287,-0.984
2018-09-24T11:16:00+01:00,0.34,-1.381
2018-09-24T15:08:00+01:00,0.273,-1.701
2018-09-24T19:00:00+01:00,0.11,-0.586
2018-09-24T22:52:00+01:00,0.058,-0.599
2018-09-25T02:44:00+01:00,0.05,-0.632
2018-09-25T06:36:00+01:00,0.178,-0.758
2018-09-25T10:28:00+01:00,0.459,-0.949
